,Playlist Name,Description,Tracks,Followers,URL
168,This Is Mozart,"The essential works of Wolfgang Amadeus Mozart, featuring relaxing piano, soulful strings, a few magical operas, and plenty of legendary melodies.",63,706111,https://open.spotify.com/playlist/37i9dQZF1DX8qqIDAkKiQg
169,This Is Handel,"Explore the essential works of Handel, including his Messiah, dozens of operas, oratorios, anthems, and instrumental favourites.",60,75936,https://open.spotify.com/playlist/37i9dQZF1DX9ZP5oobcNgA
170,This Is Bach,"He perfected counterpoint, set the bar for cello suites, and absolutely loved a curly white wig: JS Bach played a huge part in shaping all the classical music we enjoy today. Discover why, right here.",69,479262,https://open.spotify.com/playlist/37i9dQZF1DWZnzwzLBft6A
171,This Is Verdi,"Verdi was the undisputed king of Italian opera in the 19th century. Explore his greatest works, including Rigoletto and La Traviata, right here.",60,44692,https://open.spotify.com/playlist/37i9dQZF1DX0FIO61wizta
172,This Is Puccini,"An introduction to Giacomo Puccini, one of the great Italian opera composers.",68,43331,https://open.spotify.com/playlist/37i9dQZF1DWXN6CDDJDZSt
173,This Is Rossini,"The greatest operatic and orchestral works of Rossini, featuring William Tell, The Barber of Seville and Cinderella.",60,18817,https://open.spotify.com/playlist/37i9dQZF1DX0VplLa7NC0a
174,Classical Piazzolla,"A 50-track introduction to Argentine nuevo tango composer Astor Piazzolla, featuring his own classic recordings, as well as interpretations by various <a href=""http://open.spotify.com/genre/classical"">classical</a> performers, including great Argentine pianists Argerich and Barenboim.",50,50855,https://open.spotify.com/playlist/37i9dQZF1DX8hPJIYGSAc8
175,This Is: Heitor Villa-Lobos,"A 50-track introduction to the best-known South American composer of all time Heitor Villa-Lobos, who successfully combined Brazilian folk melody and rhythmic elements with Western classical music.",50,13222,https://open.spotify.com/playlist/37i9dQZF1DX5jgHoqkhgYj
176,Piano Transcriptions 50: Spotify Picks,"Piano arrangements that help you to discover new nuances and sonorities in orchestral and chamber music masterpieces. Similar playlists: <a href=""spotify:user:spotify:playlist:37i9dQZF1DWT5I7N7jmTai"">Liszt Transcriptions</a> & <a href=""spotify:user:spotify:playlist:37i9dQZF1DWWQxllNWdnsR"">Orchestral Transcriptions</a>.",50,30887,https://open.spotify.com/playlist/37i9dQZF1DX1uiBEEB5wRG
177,Classical New Releases,Updated every Friday with the very best classical new releases. Cover: Khatia Buniatishvili,61,615462,https://open.spotify.com/playlist/37i9dQZF1DWV0gynK7G6pD
178,Symphony of the Winds,"50 outstanding pieces from the repertoire of <a href=""https://en.wikipedia.org/wiki/Concert_band"">concert band</a> (also called wind ensemble, symphonic band or wind symphony). From cornerstone works by Dvoﾅ凖｡k, Stravinsky, Grainger to new classics by John Corigliano, David Maslanka, Eric Whitacre, and many more. Also follow: <a href=""spotify:user:spotify:playlist:73OZGA9KbKCzhNe7FcCp17"">brass band playlist</a>.",50,19731,https://open.spotify.com/playlist/37i9dQZF1DWUfMnnPBigKP
179,All About That Brass,"A 50-track collection of the best brass band pieces in <a href=""http://open.spotify.com/genre/classical"">classical</a> music, from Fanfares For The Common Men, to dozens of brilliant 20/21 century works in the ever expanding repertoire. Also follow: <a href=""spotify:user:spotify:playlist:28dKgWKUcZ6HKUmav0jQ1w"">wind symphoy playlist</a>.",50,34919,https://open.spotify.com/playlist/37i9dQZF1DWXMEbgClM8hw
180,Winter Classical,"The best <a href=""spotify:genre:classical"">classical</a> pieces inspired by dancing snowflakes, or evoke images of winter landscapes. Enjoy the perfect soundtrack for a winter journey, or a quiet night's reading by the fireside. Other seasons: <a href=""spotify:user:spotify:playlist:37i9dQZF1DWZm0IlR3JPVY"">Spring</a>, <a href=""spotify:user:spotify:playlist:37i9dQZF1DWYRUctuBGBo1"">Summer</a>, <a href=""spotify:user:spotify:playlist:37i9dQZF1DX2d2B80QbRDa"">Autumn</a>.",50,40161,https://open.spotify.com/playlist/37i9dQZF1DX0ynPp7KaiSY
181,Spring Classical,Capture the spirit of springtime with these classical gems. ,51,26413,https://open.spotify.com/playlist/37i9dQZF1DWZm0IlR3JPVY
182,Spotify Orchestra: Violin,"100 renowned violinists play 100 works, from famous concertos of the <a href=""spotify:user:spotify:playlist:2MyIZQgYryXiqViLOkeDCU"">baroque</a>, classical and romantic era, to lesser known gems from 20/21st century. More playlist: <a href=""spotify:user:spotify:playlist:4Y9zzMRm0OiPYgKOIX2VKA"">Viola</a>, <a href=""spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv"">Cello</a>, <a href=""spotify:user:spotify:playlist:3SIYontohJmdGn2utiIb4E"">Double Bass</a>.",100,107520,https://open.spotify.com/playlist/37i9dQZF1DX7TvcXU5TLWg
183,Spotify Orchestra: Viola,"The burnished, golden sound of the viola could be almost as dark as the <a href=""spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv"">cello</a>, or as lyrical as the <a href=""spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB"">violin</a>. This collection features most renowned players of the instrument, and 50 great pieces in which viola plays a prominent role. Cover: <a href=""spotify:artist:6x1iIq6sH6TPtCA5IJjA4x"">Yuri Bashmet</a>.",50,16326,https://open.spotify.com/playlist/37i9dQZF1DWVQTBWd2FvK6
184,Spotify Orchestra: Double Bass,"The double bass has the deepest voice among string instruments. Enjoy these 50 highlights from 50 pieces written for the contrabass (its other name), or feature it prominently. More playlists: <a href=""spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB"">Violin</a>, <a href=""spotify:user:spotify:playlist:4Y9zzMRm0OiPYgKOIX2VKA"">Viola</a>, <a href=""spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv"">Cello</a>. Cover: <a href=""spotify:artist:7jkhwa4XMe9XSt1r0AWNqD"">Edgar Meyer</a>.",50,43428,https://open.spotify.com/playlist/37i9dQZF1DWSPYCQqDPtY7
185,Spotify Orchestra: Cello,"Cello is the closest sounding instrument to the <a href=""https://open.spotify.com/user/spotify/playlist/2buJxP9hm7N9tMgt8Jfbx0"">human voice</a>. This collection features 50 celebrated cellists/groups performing 50 iconic works, from almost as many composers. More playlists: <a href=""spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB"">Violin</a>, <a href=""spotify:user:spotify:playlist:4Y9zzMRm0OiPYgKOIX2VKA"">Viola</a>, <a href=""spotify:user:spotify:playlist:3SIYontohJmdGn2utiIb4E"">Double Bass</a>.",50,186996,https://open.spotify.com/playlist/37i9dQZF1DWYi4w24l7FTx
186,Classical Halloween,A spine-chilling selection of classical favourites and supernatural soundtracks.,48,112508,https://open.spotify.com/playlist/37i9dQZF1DXafCT9DHTijq
187,Women of Soundtracks,"Extraordinary soundtracks composed by extraordinary women. Photo: <a href=""spotify:artist:2lD1D6eEh7xQdBtnl2Ik7Y"">Hildur Guﾃｰnadéttir</a>",51,50260,https://open.spotify.com/playlist/37i9dQZF1DXcj60FvXn3Et
188,Composer Weekly: Michael Nyman,"Updated every week @Composer Weekly. An introduction to composer Michael Nyman, one of the most influential and popular classical composers of our time.",30,161493,https://open.spotify.com/playlist/37i9dQZF1DX21bRPJuEN7r
189,Classical X,The genre-defying artists inspired by classical music. Photo: Nils Frahm.,99,104279,https://open.spotify.com/playlist/37i9dQZF1DX7dzHXrANAir
190,Early Classical,"50 splendid recordings of historically informed performance, which uses both period instruments and performance practice, in order to present music works faithfully, in the style of the era when the piece was originally conceived.",50,43032,https://open.spotify.com/playlist/37i9dQZF1DXbaZdHeCwl9C
191,Top Latin Classical,Immerse yourself in the brilliant sounds of Latin composers.,50,23819,https://open.spotify.com/playlist/37i9dQZF1DXajUXy2f1Dsi
192,Orchestra 100: Spotify Picks,100 of the greatest orchestral works. From early Handel to contemporary Ligeti and Gérecki. Monumental and romantic with Bruckner and Strauss. Classical symphonies by Beethoven and Mozart. Elegant orchestration by Mahler and Ravel.,100,149977,https://open.spotify.com/playlist/37i9dQZF1DXddGd6mP5X2a
193,Atmospheric Sci-fi Soundtracks,"<p>Enter another dimension of classical music with these atmospheric Sci-fi soundtracks. Twin playlist: <a href=""spotify:user:spotify:playlist:37i9dQZF1DX0i61tT0OnnK"">Space-themed Classical Music</a>.</p>",56,510321,https://open.spotify.com/playlist/37i9dQZF1DXbIeCFU20wRm
194,Opera 100: Spotify Picks,"100 highlight tracks from 100 great operas, including masterpieces of baroque era (Monteverdi, Rameau, Gluck) all the way to 20th century and contemporary classics (Ligeti, Saariaho, John Adams).",100,258934,https://open.spotify.com/playlist/37i9dQZF1DWVfS4Cdd3PNf
195,Piano 100: Spotify Picks,"100 best pieces for unaccompanied  piano(s), played by some of the most brilliant pianists in modern recording era. From the most familiar masterpieces, to many little known gems.",101,271706,https://open.spotify.com/playlist/37i9dQZF1DXah8e1pvF5oE
196,Gentle Classical,"Gentle, relaxing <a href=""spotify:genre:classical"">classical</a> music.",67,253474,https://open.spotify.com/playlist/37i9dQZF1DX7cBprxbt1Fn
197,Songs To Test Headphones With,"Enjoy your perfect headphones jam with this eclectic collection of brilliantly produced and recorded tracks. These can serve as audiophile reference tracks, but they are great music that can be enjoyed on any headphones or stereo as well!  <a href=""spotify:user:spotify:playlist:37i9dQZF1DWWISLnAIWyCZ"">Classical version here</a>.",150,704855,https://open.spotify.com/playlist/37i9dQZF1DWZtZ8vUCzche
198,This Is Schumann,Discover the music of Schumann.,60,25685,https://open.spotify.com/playlist/37i9dQZF1DX1W7If2h64K3
199,This Is John Prine,Celebrating the life and legacy of the songwriting legend.,94,108539,https://open.spotify.com/playlist/37i9dQZF1DWWYlokKRoQoC
200,Nicholas Sparks | Songs from the Soundtracks,"Go behind the scenes of the <a href=""http://www.twobytwomusic.com"">Two By Two</a> book soundtrack curated by <a href=""spotify:user:nicholassparksofficial"">Nicholas Sparks</a> and featuring songs from <a href=""spotify:artist:410MPX0LjYx4PFgIJsBbPT"">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.",53,341,https://open.spotify.com/playlist/1scnlLVq91NGtsA9sh0hfw
201,Out Now,Claim your space with the newest songs from LGBTQIA+ artists. Cover: Lil Nas X,75,736918,https://open.spotify.com/playlist/37i9dQZF1DX3LyU0mhfqgP
202,Pride Classics,"The revolutionaries, the allies, and the just plain fabulous: these flawless tracks are beyond perfect for Pride. Cover: Lady Gaga",60,612882,https://open.spotify.com/playlist/37i9dQZF1DX59HcpGmPXYR
203,Alternative Pride,Alternative and indie artists from across the Pride spectrum. Cover: Hope Tala,92,102928,https://open.spotify.com/playlist/37i9dQZF1DWTMR78LDoAZC
204,Best of Broadway,Musical songs from Broadway and beyond. Cover: Idina Menzel,76,415767,https://open.spotify.com/playlist/37i9dQZF1DWX82ahbDuQIz
205,"Work It, Own It",Empowered rhymes and vibes. Cover: Kehlani,58,170292,https://open.spotify.com/playlist/37i9dQZF1DXbmCTvLQy5AO
206,Fierce,Queens everywhere - givin' us life.Cover: Trixie Mattel,75,66684,https://open.spotify.com/playlist/37i9dQZF1DWZZCoBbLu26P
207,Queer As Folk,"Lyrical. Legit. This Pride vision of Folk, Americana, and Singer-Songwriter music features LGBTQQIA+ acts and allies. Cover: Amythyst Kiah",81,104821,https://open.spotify.com/playlist/37i9dQZF1DX5TMFhaZc9ov
208,Club Resistance,Bold and pioneering. LGBTQIA+ artists and allies at the centre of electronic music culture. Cover: India Jordan,60,147777,https://open.spotify.com/playlist/37i9dQZF1DWTLrNDPW5co2
209,Disco Fever,Four to the floor with your disco queens and kings. Cover: Sylvester,50,642897,https://open.spotify.com/playlist/37i9dQZF1DX2GKumqRIZ7g
210,Tegan and Sara: Pride,"Tapping Gallant, ANOHNI, and more, the Canadian duo forge a Pride list that defines eclecticism. Listen for a new tune with Ingrid Michaelson.",27,9568,https://open.spotify.com/playlist/37i9dQZF1DWZTHlwqNeZ4l
211,Adam Lambert: Pride,The inspiration to be who you truly are-that's at the center of the Pride playlist curated by the pop vocalist and Queen collaborator.,26,16569,https://open.spotify.com/playlist/37i9dQZF1DX6WKkjNUHy2F
212,This Is: Troye Sivan,Take a look at Australia's future king of Pop.,45,357718,https://open.spotify.com/playlist/37i9dQZF1DXaEC8MQ0kjtY
213,Rufus Wainwright: Pride,"Sylvester, Klaus Nomi, Judy Garland, and a slew of his own songs-peek into the singer-songwriter's timeless world, in celebration of Pride.",30,1933,https://open.spotify.com/playlist/37i9dQZF1DX5xCgFwl423z
214,Kathy Griffin #PressPlayForPride,"<a href=""spotify:artist:7ahoEOUbXDm3vYTvOHWXbe"">Kathy Griffin</a> joins us to #PressPlayForPride. Discover more at <a href=""https://open.spotify.com/genre/pride"">spotify.com/pride.</a>",23,1039,https://open.spotify.com/playlist/37i9dQZF1DXajWk2WkW4sa
215,Betty Who: Pride,You'll vibe with the frothy pop and empowering club classics in this Pride collection from the Aussie synth-pop diva with a human touch.,20,2323,https://open.spotify.com/playlist/37i9dQZF1DX3V9xyjs9Om5
216,Little Mix: Pride,"The UK girl group grab the power and show their love for Pride, unfurling a no-fail list of pop party jams and club classics.",27,11955,https://open.spotify.com/playlist/37i9dQZF1DX7wHseZmxqFF
217,MNEK: Pride,"Artist, producer and writer behind many of your favourite songs makes his Pride selection for you.",23,15480,https://open.spotify.com/playlist/37i9dQZF1DWTWaD7ByJaBc
218,Years & Years: Pride,"Drawing from R&B, indie, pop, and more, the electropop act's singer Olly Alexander shines a light on LGBTQIA+ artists that inspire.",26,16807,https://open.spotify.com/playlist/37i9dQZF1DX4yLn8TpmS3h
219,Shura #PressPlayForPride,"<a href=""spotify:artist:1qpR5mURxk3d8f6mww6uKT"">Shura</a> joins us to #PressPlayForPride. Discover more at <a href=""https://open.spotify.com/genre/pride"">spotify.com/pride.</a>",26,1398,https://open.spotify.com/playlist/37i9dQZF1DX6RDaNNfUPt3
220,Conchita: Pride,"Intoxicating, joyful pop captures the Pride spirit for the Austrian drag queen and Eurovision Song Contest 2014 winner.",29,5040,https://open.spotify.com/playlist/37i9dQZF1DX8SiEKUUEVVi
221,This Is The Beatles,Come together to listen to their greatest hits.,91,2812082,https://open.spotify.com/playlist/37i9dQZF1DXdLtD0qszB1w
222,The Long and Winding Road,A journey through The Beatles' career.,50,205849,https://open.spotify.com/playlist/37i9dQZF1DWYHkSks5rujC
223,All You Need Is Love,"During the height of the 60s, no one knew how to convey the message of love and peace better than the Beatles.",50,277689,https://open.spotify.com/playlist/37i9dQZF1DX5k1GSjYBi0z
224,Lucy In The Sky With Diamonds,Imaginative. Inventive. Ingenius. Influential. Here are the Beatles at their most experimental; changing and shaping the face of music forever.,51,166047,https://open.spotify.com/playlist/37i9dQZF1DWZreqadA03A8
225,Here Comes The Sun,Start your day with The Beatles!,50,341797,https://open.spotify.com/playlist/37i9dQZF1DXdwF9DytRe8w
226,Twist and Shout,Get ready to twist and shout - this is the ultimate Beatles party playlist.,50,81592,https://open.spotify.com/playlist/37i9dQZF1DXcHV6YH5zTsV
227,This Is George Harrison,The quiet Beatle. Listen to all his essential tracks.,50,162977,https://open.spotify.com/playlist/37i9dQZF1DWVDVRzaLYm4M
228,This Is: Paul McCartney,The essential songs from Paul McCartney's solo career and the Wings.,71,165235,https://open.spotify.com/playlist/37i9dQZF1DX2PB4Qx11qXU
229,This Is Ringo Starr,Former member of The Beatles.,42,26431,https://open.spotify.com/playlist/37i9dQZF1DWULtPSrLama7
230,This is: Sir George Martin,"Sir George Martins most essential work, all in one playlist.",57,38453,https://open.spotify.com/playlist/37i9dQZF1DX5CrSNP0mzoZ
231,Disney Favorites,"All your favorite <a href=""spotify:user:128899670"">Disney</a> classics, new and old. Cover: <a href=""spotify:album:6WjuMbjLJHdI0EwjJR9ChA"">Forky and Woody</a>",73,1803368,https://open.spotify.com/playlist/37i9dQZF1DWVs8I62NcHks
232,This Is The Doors,"All of their essential songs, all in one place.",50,515343,https://open.spotify.com/playlist/37i9dQZF1DX95gx8SY6DLX
233,This Is AC/DC,AC/DC is back with the brand new album POWER UP !,59,1684010,https://open.spotify.com/playlist/37i9dQZF1DXec50AjHrNTq
234,This Is Adele,"New music as it arrives, alongside all her biggest hits.",28,2358058,https://open.spotify.com/playlist/37i9dQZF1DWZUozJiHy44Y
235,This Is Al Green,"Hear all the best songs by the monumental <a href=""spotify:artist:3dkbV4qihUeMsqN4vBGg93"">soul singer</a>.",26,154193,https://open.spotify.com/playlist/37i9dQZF1DWZMCPjHG57gq
236,This Is alt-J,"The best of alt-J, so far.",28,177956,https://open.spotify.com/playlist/37i9dQZF1DWXMmak2OV7PN
237,This Is Aretha Franklin,"Celebrating the legacy of the undisputed Queen of Soul, Aretha Franklin.  Her most essential tracks, all in one playlist.",51,325698,https://open.spotify.com/playlist/37i9dQZF1DX6bJVMtDYJHx
238,This Is blink-182,"The essential blink-182, all in one place.",50,411255,https://open.spotify.com/playlist/37i9dQZF1DX4EKARgqYPFZ
239,This Is Bruno Mars,Silk Sonic plus all the essential Bruno Mars hits!,49,3123020,https://open.spotify.com/playlist/37i9dQZF1DX177vQ7mVRmP
